Codrecurso,URLNombreCast,Nombre,URLNombreBuscador,CodCategoria,IdRecursoCategoria,IDCATEGORIA,NombreLocalidad,Tipo,Especialidad,Path,ImgFichero,DescripZona,Distancia,GEORR_X,GEORR_Y,DIPLOMACOMPROMISO
"1164","Baluarte","Baluarte","Restauracion","081005","2053","02010000","PAMPLONA","Restaurantes","","02\01\00\00\","1164FotoTH1.jpg","Cuenca de Pamplona","","610590","4741009","NO"
"5328","Bambú Chino","Bambú Chino","Restauracion","081002","2850","02010000","BERRIOZAR","Restaurantes","Internacional","02\01\00\00\","5328FotoTH1.jpg","Cuenca de Pamplona","","608143","4743692","NO"
"4652","Bar Olary","Bar Olary","Restauracion","                                                  ","2750","02030000","PAMPLONA","Bares de pinchos","","02\03\00\00\","4652FotoTH1.jpg","Cuenca de Pamplona","","610152","4739968","NO"
"1288","Baraibar","Baraibar","Restauracion","081005","2177","02010000","BARAIBAR","Restaurantes","Casera o regional","02\01\00\00\","1288FotoTH1.jpg","Pirineos","","587810","4760186","NO"
"6773","Baratza Kafea","Baratza Kafea","Restauracion","081101","6679","02020000","PAMPLONA","Cafeterías","Otros","","","Cuenca de Pamplona","","610258","4741845","NO"
"7305","Baratze","Baratze","Restauracion","081002","7279","02010000","AURIZBERRI/ESPINAL","Restaurantes","Casera o regional","02\01\00\00\","7305FotoTH1.JPG","Pirineos","","634449","4759151","NO"
"5244","Bardenas","Bardenas","Restauracion","081005","2836","02010000","ARGUEDAS","Restaurantes","Casera o regional","02\01\00\00\","5244FotoTH1.jpg","La Ribera","","615985","4670080","NO"
"1333","Bargota","Bargota","Restauracion","081005","2222","02010000","TUDELA","Restaurantes","Casera o regional","02\01\00\00\","1333FotoTH1.JPG","La Ribera","","614749","4657873","NO"
"1375","Barranka","Barranka","Restauracion","081001","2264","02010000","EZKURRA","Restaurantes","Casera o regional","02\01\00\00\","1375FotoTH1.jpg","Pirineos","","595593","4770890","NO"
"1345","Basaburua","Basaburua","Restauracion","081002","2234","02010000","PAMPLONA","Restaurantes","Casera o regional","02\01\00\00\","1345FotoTH1.jpg","Cuenca de Pamplona","","610664","4741422","NO"
"999","Baserri","Baserri","Restauracion","081005","1888","02010000","PAMPLONA","Restaurantes","","02\01\00\00\","999FotoTH1.jpg","Cuenca de Pamplona","","610800","4741327","SI"
"3343","Baserri","Baserri","Restauracion","                                                  ","2624","02030000","PAMPLONA","Bares de pinchos","","02\03\00\00\","3343FotoTH2.jpg","Cuenca de Pamplona","","610809","4741313","NO"
"5969","Batzoki","Batzoki","Restauracion","","5894","02030000","ESTELLA-LIZARRA","Bares de pinchos","","02\03\00\00\","5969FotoTH1.JPG","Zona Media","","579206","4724863","NO"
"1724","Bavaros","Bavaros","Restauracion","081101                                            ","2613","02020000","PAMPLONA","Cafeterías","","","","Cuenca de Pamplona","","609587","4741168","NO"
"3379","Baviera","Baviera","Restauracion","                                                  ","2660","02030000","PAMPLONA","Bares de pinchos","","02\03\00\00\","3379FotoTH10.jpg","Cuenca de Pamplona","","611010","4741390","NO"
"1433","Baztan","Baztan","Restauracion","081001","2322","02010000","PAMPLONA","Restaurantes","Casera o regional","02\01\00\00\","1433FotoTH1.jpg","Cuenca de Pamplona","","608796","4740324","NO"
"51","Baztán","Baztán","Restauracion","","2917","02040000","GARTZAIN","Restaurantes","Asador, Casera o regional","01\01\01\00\","51FotoTH10.JPG","Pirineos","","619156","4776808","NO"
"1222","Beatriz","Beatriz","Restauracion","081005","2111","02010000","FONTELLAS","Restaurantes","Casera o regional","02\01\00\00\","1222FotoTH1.jpg","La Ribera","","617236","4654005","NO"
"191","Bed4U Castejón","Bed4U Castejón","Restauracion","","2973","02040000","CASTEJÓN","Restaurantes","Innovadora","01\01\01\00\","191FotoTH1.jpg","La Ribera","","607575","4665496","NO"
"1029","Beethoven","Beethoven","Restauracion","081005","1918","02010000","FONTELLAS","Restaurantes","","02\01\00\00\","1029FotoTH1.jpg","La Ribera","","617142","4654208","NO"
"1509","Belarra","Belarra","Restauracion","081002","2398","02010000","DONEZTEBE/SANTESTEBAN","Restaurantes","Casera o regional","02\01\00\00\","1509FotoTH1.jpg","Pirineos","","608084","4776245","NO"
"1245","Belástegui","Belástegui","Restauracion","081005","2134","02010000","PAMPLONA","Restaurantes","Casera o regional","02\01\00\00\","1245FotoTH1.jpg","Cuenca de Pamplona","","609605","4740999","NO"
"1344","Bella Epoca","Bella Epoca","Restauracion","081005","2233","02010000","PAMPLONA","Restaurantes","Casera o regional","02\01\00\00\","1344FotoTH1.jpg","Cuenca de Pamplona","","608770","4741652","NO"
"4715","Bella época","Bella época","Restauracion","                                                  ","2782","02030000","PAMPLONA","Bares de pinchos","","02\03\00\00\","4715FotoTH2.jpg","Cuenca de Pamplona","","608775","4741675","NO"
"5853","Benta Ardandegia","Benta Ardandegia","Restauracion","081005","5722","02010000","LUZAIDE/VALCARLOS","Restaurantes","Casera o regional","02\01\00\00\","5853FotoTH1.JPG","Pirineos","","638202","4772549","NO"
"1039","Benta Berri","Benta Berri","Restauracion","081005","1928","02010000","BERA","Restaurantes","","02\01\00\00\","1039FotoTH1.jpg","Pirineos","","606381","4796093","NO"
"1210","Benta Gora","Benta Gora","Restauracion","081005","2099","02010000","BERA","Restaurantes","Casera o regional","02\01\00\00\","1210FotoTH1.jpg","Pirineos","","606145","4796210","NO"
"1507","Benta Izelai","Benta Izelai","Restauracion","081005","2396","02010000","ALTSASU/ALSASUA","Restaurantes","Casera o regional","02\01\00\00\","1507FotoTH1.jpg","Pirineos","","568246","4749145","NO"
"3953","Benta Miguel","Benta Miguel","Restauracion","081001","2691","02010000","ARRAITZ-ORKIN","Restaurantes","Casera o regional","02\01\00\00\","3953FotoTH2.jpg","Pirineos","","610258","4761944","NO"
"4642","Benta Xabi","Benta Xabi","Restauracion","081005","2742","02010000","LUZAIDE/VALCARLOS","Restaurantes","Casera o regional","02\01\00\00\","4642FotoTH1.jpg","Pirineos","","640636","4775362","NO"
"1423","Benta-Zahar","Benta-Zahar","Restauracion","081005","2312","02010000","BERA","Restaurantes","Casera o regional","","","Pirineos","","608121","4796251","NO"
"1386","Beola Etxea","Beola Etxea","Restauracion","081001","2275","02010000","BERA","Restaurantes","Casera o regional","02\01\00\00\","1386FotoTH1.jpg","Pirineos","","606264","4796131","NO"
"1103","Beola-Berri","Beola-Berri","Restauracion","081003","1992","02010000","ALMANDOZ","Restaurantes","","02\01\00\00\","1103FotoTH1.jpg","Pirineos","","613507","4771807","NO"
"6010","Beratxa","Beratxa","Restauracion","","5938","02030000","TAFALLA","Bares de pinchos","","02\03\00\00\","6010FotoTH1.JPG","Zona Media","","608772","4709085","NO"
"6423","Beratxa","Beratxa","Restauracion","081002","6424","02010000","TAFALLA","Restaurantes","Asador, Casera o regional","02\01\00\00\","6423FotoTH1.JPG","Zona Media","","608870","4709313","NO"
"1351","Bereau","Bereau","Restauracion","081005","2240","02010000","LESAKA","Restaurantes","Casera o regional","02\01\00\00\","1351FotoTH1.jpg","Pirineos","","606988","4789893","NO"
"1419","Berekoetxea Jatetxea","Berekoetxea Jatetxea","Restauracion","081005","2308","02010000","GORRITI","Restaurantes","Casera o regional","02\01\00\00\","1419FotoTH1.jpg","Pirineos","","585103","4766948","NO"
"1714","Beroa","Beroa","Restauracion","081101                                            ","2603","02020000","PAMPLONA","Cafeterías","","","","Cuenca de Pamplona","","610179","4742291","NO"
"1510","Berrendi","Berrendi","Restauracion","081005","2399","02010000","HIRIBERRI/VILLANUEVA DE AEZKOA","Restaurantes","Casera o regional","","","Pirineos","","644366","4756411","NO"
"1490","Besaro","Besaro","Restauracion","081005","2379","02010000","IZALZU","Restaurantes","Casera o regional","02\01\00\00\","1490FotoTH1.jpg","Pirineos","","658796","4753004","NO"
"1231","Betelu","Betelu","Restauracion","081002","2120","02010000","BETELU","Restaurantes","Casera o regional","02\01\00\00\","1231FotoTH1.jpg","Pirineos","","583089","4764153","NO"
"1184","Beti Jai","Beti Jai","Restauracion","081005","2073","02010000","AOIZ","Restaurantes","Casera o regional","02\01\00\00\","1184FotoTH1.jpg","Pirineos","","633503","4738363","NO"
"123","Beti-Jai","Beti-Jai","Restauracion","","2946","02040000","AOIZ","Restaurantes","De autor","01\01\03\00\","123FotoTH1.jpg","Pirineos","","633503","4738363","NO"
"1180","Beti-Jai","Beti-Jai","Restauracion","081005","2069","02010000","BERA","Restaurantes","","02\01\00\00\","1180FotoTH1.jpg","Pirineos","","606476","4792195","NO"
"1463","Betolegi","Betolegi","Restauracion","081005","2352","02010000","ORBARA","Restaurantes","Casera o regional","02\01\00\00\","1463FotoTH1.jpg","Pirineos","","641862","4758478","NO"
"1672","Biarritz","Biarritz","Restauracion","081101                                            ","2561","02020000","PAMPLONA","Cafeterías","","","","Cuenca de Pamplona","","610848","4740934","NO"
"249","Bidean","Bidean","Restauracion","","2996","02040000","PUENTE LA REINA","Restaurantes","Casera o regional","01\01\03\00\","249FotoTH1.jpg","Zona Media","","597197","4725114","NO"
"1202","Biltoki","Biltoki","Restauracion","081005","2091","02010000","ALTSASU/ALSASUA","Restaurantes","Casera o regional","02\01\00\00\","1202FotoTH1.jpg","Pirineos","","567832","4749529","NO"
"5473","Bistro catedral","Bistro catedral","Restauracion","                                                  ","2864","02030000","PAMPLONA","Bares de pinchos","","02\03\00\00\","5473FotoTH2.jpg","Cuenca de Pamplona","","611005","4741667","NO"
"150","Blanca de Navarra","Blanca de Navarra","Restauracion","","2958","02040000","PAMPLONA","Restaurantes","Casera o regional","01\01\01\00\","150FotoTH1.jpg","Cuenca de Pamplona","","609520","4740220","NO"
"1087","Bocaccio","Bocaccio","Restauracion","081005","1976","02010000","RIBAFORADA","Restaurantes","","02\01\00\00\","1087FotoTH1.jpg","La Ribera","","623369","4650542","NO"
"1227","Bodega de Vinos","Bodega de Vinos","Restauracion","081005","2116","02010000","SANGÜESA","Restaurantes","Casera o regional","02\01\00\00\","1227FotoTH1.jpg","Zona Media","","640918","4715204","NO"
"5572","Bodegas Forka","Bodegas Forka","Restauracion","081001","2889","02010000","LUMBIER","Restaurantes","Asador","02\01\00\00\","5572FotoTH1.jpg","Pirineos","","639004","4724014","NO"
"1394","Bodegas Leire","Bodegas Leire","Restauracion","081005","2283","02010000","PAMPLONA","Restaurantes","Casera o regional","02\01\00\00\","1394FotoTH1.jpg","Cuenca de Pamplona","","611093","4740027","NO"
"1360","Bodegas San Martin","Bodegas San Martin","Restauracion","081005","2249","02010000","BURLADA","Restaurantes","Casera o regional","02\01\00\00\","1360FotoTH1.jpg","Cuenca de Pamplona","","613016","4742619","NO"
"1212","Borgia-Bodegón","Borgia-Bodegón","Restauracion","081005","2101","02010000","VIANA","Restaurantes","De autor","02\01\00\00\","1212FotoTH1.JPG","Zona Media","","551584","4707198","NO"
"1220","Bornax","Bornax","Restauracion","081005","2109","02010000","VALTIERRA","Restaurantes","Casera o regional","02\01\00\00\","1220FotoTH1.jpg","La Ribera","","614045","4671496","NO"
"1389","Borrasco","Borrasco","Restauracion","081002","2278","02010000","LERÍN","Restaurantes","Casera o regional","02\01\00\00\","1389FotoTH1.jpg","La Ribera","","584425","4703943","NO"
"5403","Brasa y Leña","Brasa y Leña","Restauracion","081001","2858","02010000","CORDOVILLA","Restaurantes","Internacional","02\01\00\00\","5403FotoTH1.jpg","Cuenca de Pamplona","","611900","4737772","NO"
"1662","Brunos","Brunos","Restauracion","081101                                            ","2551","02020000","PAMPLONA","Cafeterías","","","","Cuenca de Pamplona","","609788","4740504","NO"
"4016","Bruselas Kairos","Bruselas Kairos","Restauracion","081005","2701","02010000","PAMPLONA","Restaurantes","Casera o regional","02\01\00\00\","4016FotoTH1.jpg","Cuenca de Pamplona","","610776","4740849","NO"
"1188","Burgalés","Burgalés","Restauracion","081005","2077","02010000","MILAGRO","Restaurantes","Casera o regional","02\01\00\00\","1188FotoTH1.jpg","La Ribera","","602082","4677337","NO"
"3374","Burgalés","Burgalés","Restauracion","                                                  ","2655","02030000","PAMPLONA","Bares de pinchos","","02\03\00\00\","3374FotoTH1.jpg","Cuenca de Pamplona","","610872","4741332","NO"
"1035","Burger King","Burger King","Restauracion","081005","1924","02010000","PAMPLONA","Restaurantes","Rápida","02\01\00\00\","1035FotoTH1.jpg","Cuenca de Pamplona","","609429","4740714","NO"
"5047","Burger King","Burger King","Restauracion","081005","2828","02010000","CORDOVILLA","Restaurantes","Rápida","02\01\00\00\","5047FotoTH1.jpg","Cuenca de Pamplona","","611895","4738105","NO"
"5097","Burger King","Burger King","Restauracion","081005","2829","02010000","HUARTE","Restaurantes","Rápida","02\01\00\00\","5097FotoTH1.jpg","Cuenca de Pamplona","","615790","4742764","NO"
"5440","Burger King","Burger King","Restauracion","081005","2862","02010000","PAMPLONA","Restaurantes","Rápida","02\01\00\00\","5440FotoTH1.jpg","Cuenca de Pamplona","","608230","4743188","NO"
"6360","Burger King","Burger King","Restauracion","081005","6315","02010000","PAMPLONA","Restaurantes","Rápida","02\01\00\00\","6360FotoTH1.JPG","Cuenca de Pamplona","","0","0","NO"
"1179","Burger King Tudela","Burger King Tudela","Restauracion","081005","2068","02010000","TUDELA","Restaurantes","Rápida","02\01\00\00\","1179FotoTH1.JPG","La Ribera","","616784","4655225","NO"
"7283","Burgerheim","Burgerheim","Restauracion","081002","7206","02010000","PAMPLONA","Restaurantes","Asador, Internacional, Rápida","02\01\00\00\","7283FotoTH1.JPG","Cuenca de Pamplona","","611235","4741100","NO"
"3","Burguete","Burguete","Restauracion","","2891","02040000","AURITZ/BURGUETE","Restaurantes","Casera o regional","01\01\03\00\","3FotoTH1.jpg","Pirineos","","635728","4761140","NO"
"4017","Burkaitzea","Burkaitzea","Restauracion","081005","2702","02010000","URDAZUBI/URDAX","Restaurantes","Casera o regional","02\01\00\00\","4017FotoTH1.jpg","Pirineos","","619385","4792429","NO"
"155","Burlada","Burlada","Restauracion","","6337","02040000","BURLADA","Restaurantes","","01\01\01\00\","155FotoTH2.JPG","Cuenca de Pamplona","","613031","4742379","NO"
"1226","Burlada","Burlada","Restauracion","081005","2115","02010000","ARANTZA","Restaurantes","Casera o regional","02\01\00\00\","1226FotoTH1.jpg","Pirineos","","603515","4783408","NO"
"1470","Buskilberri","Buskilberri","Restauracion","081005","2359","02010000","TAFALLA","Restaurantes","Casera o regional","02\01\00\00\","1470FotoTH1.jpg","Zona Media","","608895","4709805","NO"
"5964","Café Aralar","Café Aralar","Restauracion","","5889","02030000","ESTELLA-LIZARRA","Bares de pinchos","","02\03\00\00\","5964FotoTH1.JPG","Zona Media","","0","0","NO"
"1720","Cafe Bar Central","Cafe Bar Central","Restauracion","081101                                            ","2609","02020000","PAMPLONA","Cafeterías","","","","Cuenca de Pamplona","","609414","4740652","NO"
"5481","Cafe Bar Central","Cafe Bar Central","Restauracion","                                                  ","2872","02030000","PAMPLONA","Bares de pinchos","","02\03\00\00\","5481FotoTH1.jpg","Cuenca de Pamplona","","609414","4740652","NO"
"1030","Café con sal","Café con sal","Restauracion","081001","1919","02010000","PAMPLONA","Restaurantes","Asador, Casera o regional, De tapas y raciones","02\01\00\00\","1030FotoTH1.jpg","Cuenca de Pamplona","","611197","4741397","NO"
"1581","Cafe Iruña","Cafe Iruña","Restauracion","081005","2470","02010000","PAMPLONA","Restaurantes","Casera o regional","02\01\00\00\","1581FotoTH1.jpg","Cuenca de Pamplona","","610911","4741448","NO"
"5476","Café Iruña","Café Iruña","Restauracion","                                                  ","2867","02030000","PAMPLONA","Bares de pinchos","","02\03\00\00\","5476FotoTH2.jpg","Cuenca de Pamplona","","610911","4741448","NO"
"5400","Café Niza","Café Niza","Restauracion","081002","2855","02010000","PAMPLONA","Restaurantes","Casera o regional","02\01\00\00\","5400FotoTH1.jpg","Cuenca de Pamplona","","611050","4741275","NO"
"5940","Café Plaza","Café Plaza","Restauracion","","5865","02030000","TUDELA","Bares de pinchos","","02\03\00\00\","5940FotoTH1.JPG","La Ribera","","615338","4657474","NO"
"7320","Café Sabina","Café Sabina","Restauracion","081001","7436","02010000","HUARTE","Restaurantes","Casera o regional, De tapas y raciones","02\01\00\00\","7320FotoTH1.JPG","Cuenca de Pamplona","","615795","4742813","NO"
"1519","Cafestore","Cafestore","Restauracion","081005","2408","02010000","VALTIERRA","Restaurantes","Casera o regional","02\01\00\00\","1519FotoTH1.jpg","La Ribera","","609390","4672818","NO"
"4651","Cafetería  Fernia","Cafetería  Fernia","Restauracion","                                                  ","2749","02030000","PAMPLONA","Bares de pinchos","","02\03\00\00\","4651FotoTH1.jpg","Cuenca de Pamplona","","610775","4740333","NO"
